doc_id,pmid,sentence,text,umls_codes,umls_concept_name,possible_alternative_codes
52,10480214,"These results confirmed the diagnosis of X-linked Emery-Dreifuss muscular dystrophy (EDMD), and reinforce the necessity of molecular genetic diagnosis of the membrane protein emerin in younger patients with possible EDMD before appearance of the typical symptoms, to avoid sudden cardiac death..",sudden cardiac death,['C0085298'],Sudden Cardiac Death,[]
53,10484765,"The mutation causing myotonic dystrophy (DM) has been identified as a CTG expansion in the 3'-untranslated region (3'-UTR) of the DM protein kinase gene ( DMPK ), but the mechanism(s) of pathogenesis remain unknown.",DM,"['T0000024 - C0027126', 'C0242007']",Myotonic Dystrophy -  Group name,[]
53,10484765,"The mutation causing myotonic dystrophy (DM) has been identified as a CTG expansion in the 3'-untranslated region (3'-UTR) of the DM protein kinase gene ( DMPK ), but the mechanism(s) of pathogenesis remain unknown.",myotonic dystrophy,"['T0000024 - C0027126', 'C0242007']",Myotonic Dystrophy -  Group name,[]
54,10484981,"Although hereditary TP53 mutation is very rare in different human cancers, it has been frequently reported in Li-Fraumeni syndrome.",cancers,['C0006826'],Malignant Neoplasms,[]
54,10484981,"Although hereditary TP53 mutation is very rare in different human cancers, it has been frequently reported in Li-Fraumeni syndrome.",Li-Fraumeni syndrome,['C0085390'],Li-Fraumeni Syndrome,[]
55,10484981,"In a Turkish family with the diagnosis of Li-Fraumeni syndrome, we analyzed the mutation pattern of TP53, P57KIP2, P15INK4B, and P16INK4A in the peripheral blood, and loss of heterozygosity (homo/hemizygous deletion) pattern of TP53 and P15INK4B/P16INK4A in two tumor tissues.",Li-Fraumeni syndrome,['C0085390'],Li-Fraumeni Syndrome,[]
55,10484981,"In a Turkish family with the diagnosis of Li-Fraumeni syndrome, we analyzed the mutation pattern of TP53, P57KIP2, P15INK4B, and P16INK4A in the peripheral blood, and loss of heterozygosity (homo/hemizygous deletion) pattern of TP53 and P15INK4B/P16INK4A in two tumor tissues.",tumor,['C0027651'],Neoplasms,[]
56,10487695,It is now possible to use gene diagnostics of this unique NIS mutation to identify patients with congenital hypothyroidism due to an iodide transport defect in this family and to determine the carrier state of potential parents for genetic counseling and arranging rapid and early diagnosis of their infants..,congenital hypothyroidism,['C0010308'],Cretinism,[]
56,10487695,It is now possible to use gene diagnostics of this unique NIS mutation to identify patients with congenital hypothyroidism due to an iodide transport defect in this family and to determine the carrier state of potential parents for genetic counseling and arranging rapid and early diagnosis of their infants..,iodide transport defect,['C0271826'],Iodide transport defect,[]
57,10502833,In order to investigate the molecular basis for argininemia in four unrelated Portuguese patients (two from northern Portugal and two from Madeira Island) we performed a DNA sequence analysis of all the exons and exon/intron boundaries of the liver-type arginase gene ARG1.,argininemia,['C0268548'],Hyperargininemia,[]
58,10519880,OBJECTIVES: A Japanese family with cerebrotendinous xanthomatosis (CTX) was investigated for a sequence alteration in the sterol 27-hydroxylase gene CYP27.,CTX,['C0238052'],"Xanthomatosis, Cerebrotendinous",[]
58,10519880,OBJECTIVES: A Japanese family with cerebrotendinous xanthomatosis (CTX) was investigated for a sequence alteration in the sterol 27-hydroxylase gene CYP27.,cerebrotendinous xanthomatosis,['C0238052'],"Xanthomatosis, Cerebrotendinous",[]
59,10521293,Direct DNA sequencing was done to screen the entire coding region of the WFS1 gene in 30 patients from 19 British kindreds with Wolfram syndrome.,Wolfram syndrome,['C0043207'],Wolfram Syndrome,[]
60,10528243,"To determine the prevalence and characterize demographic, clinical, and genetic features of familial Mediterranean fever (FMF) of late onset, all patients experiencing their first FMF attack at age 40 years or more were identified using the computerized registry of our FMF clinic, and then thoroughly interviewed and examined.",FMF,['C0031069'],Familial Mediterranean Fever,[]
60,10528243,"To determine the prevalence and characterize demographic, clinical, and genetic features of familial Mediterranean fever (FMF) of late onset, all patients experiencing their first FMF attack at age 40 years or more were identified using the computerized registry of our FMF clinic, and then thoroughly interviewed and examined.",FMF,['C0031069'],Familial Mediterranean Fever,[]
60,10528243,"To determine the prevalence and characterize demographic, clinical, and genetic features of familial Mediterranean fever (FMF) of late onset, all patients experiencing their first FMF attack at age 40 years or more were identified using the computerized registry of our FMF clinic, and then thoroughly interviewed and examined.",familial Mediterranean fever,['C0031069'],Familial Mediterranean Fever,[]
61,10528853,The hereditary breast and ovarian cancer syndrome is associated with a high frequency of BRCA1 mutations.,hereditary breast and ovarian cancer,"['T0000029 -C0238033', 'C0007104', 'C0006142', 'C0678222']","Malignant Breast Neoplasm,Female Breast Carcinoma  - Malignant Breast Neoplasm,Malignant neoplasm of breast","['hereditary breast/ovarian cancer (BRCA1', 'BRCA2) - C0677776', 'Familial cancer of breast C0346153', 'C0677776 -hereditary breast and ovarian cancer syndrome']"
61,10528853,The hereditary breast and ovarian cancer syndrome is associated with a high frequency of BRCA1 mutations.,hereditary breast and ovarian cancer,['C1833686'],"OVARIAN CANCER, FAMILIA","['T0000018 - C0029925', 'C1140680']"
62,10528860,At 7 years of age he was referred to us by the paediatrician because of symptoms of Prader-Willi syndrome PWS.,PWS,['C0032897'],Prader-Willi Syndrome,[]
62,10528860,At 7 years of age he was referred to us by the paediatrician because of symptoms of Prader-Willi syndrome PWS.,Prader-Willi syndrome,['C0032897'],Prader-Willi Syndrome,[]
63,10533031,Friedreich ataxia is an autosomal recessive disorder caused by mutations in the FRDA gene that encodes a 210-amino acid protein called frataxin.,Friedreich ataxia,['C0016719'],Friedreich Ataxia,[]
63,10533031,Friedreich ataxia is an autosomal recessive disorder caused by mutations in the FRDA gene that encodes a 210-amino acid protein called frataxin.,autosomal recessive disorder,['C0265388'],Autosomal recessive hereditary disorder,[]
64,10533068,Juvenile retinoschisis is an X-linked recessive disease caused by mutations in the XLRS1 gene.,Juvenile retinoschisis,['C0271091'],"Retinoschisis, Juvenile, X-Linked",[]
64,10533068,Juvenile retinoschisis is an X-linked recessive disease caused by mutations in the XLRS1 gene.,X-linked recessive disease,['C1138434'],"Genetic Diseases, X-Linked",[]
65,10533068,"We screened 31 new unrelated patients and families for XLRS1 mutations in addition to previously reported mutations for 60 of our families Retinoschisis Consortium, Hum Mol Genet 1998;7:1185-1192.",Retinoschisis,['C0152439'],Retinoschisis,[]
66,10556283,"The hSNF5/INI1 gene which encodes a member of the SWI/SNF chromatin ATP-dependent remodeling complex, is a new tumor suppressor gene localized on chromosome 22q11.2 and recently shown to be mutated in malignant rhabdoid tumors.",tumor,['C0206743'],Rhabdoid Tumor,[]
66,10556283,"The hSNF5/INI1 gene which encodes a member of the SWI/SNF chromatin ATP-dependent remodeling complex, is a new tumor suppressor gene localized on chromosome 22q11.2 and recently shown to be mutated in malignant rhabdoid tumors.",rhabdoid tumors,['C0206743'],Rhabdoid Tumor,[]
67,10556283,"These results suggest that rhabdoid tumors, choroid plexus carcinomas and a subset of medulloblastomas and cPNETs share common pathways of oncogenesis related to hSNF5/INI1 alteration and that hSNF5/INI1 mutations define a genetically homogeneous family of highly aggressive cancers mainly occurring in young children and frequently, but not always, exhibiting a rhabdoid phenotype..",rhabdoid tumors,['C0206743'],Rhabdoid Tumor,[]
67,10556283,"These results suggest that rhabdoid tumors, choroid plexus carcinomas and a subset of medulloblastomas and cPNETs share common pathways of oncogenesis related to hSNF5/INI1 alteration and that hSNF5/INI1 mutations define a genetically homogeneous family of highly aggressive cancers mainly occurring in young children and frequently, but not always, exhibiting a rhabdoid phenotype..",choroid plexus carcinomas,['C0431109'],Choroid Plexus Carcinoma,[]
67,10556283,"These results suggest that rhabdoid tumors, choroid plexus carcinomas and a subset of medulloblastomas and cPNETs share common pathways of oncogenesis related to hSNF5/INI1 alteration and that hSNF5/INI1 mutations define a genetically homogeneous family of highly aggressive cancers mainly occurring in young children and frequently, but not always, exhibiting a rhabdoid phenotype..",medulloblastomas,['C0025149'],medulloblastoma,[]
67,10556283,"These results suggest that rhabdoid tumors, choroid plexus carcinomas and a subset of medulloblastomas and cPNETs share common pathways of oncogenesis related to hSNF5/INI1 alteration and that hSNF5/INI1 mutations define a genetically homogeneous family of highly aggressive cancers mainly occurring in young children and frequently, but not always, exhibiting a rhabdoid phenotype..",oncogenesis,['C1326912'],Tumorigenesis,[]
67,10556283,"These results suggest that rhabdoid tumors, choroid plexus carcinomas and a subset of medulloblastomas and cPNETs share common pathways of oncogenesis related to hSNF5/INI1 alteration and that hSNF5/INI1 mutations define a genetically homogeneous family of highly aggressive cancers mainly occurring in young children and frequently, but not always, exhibiting a rhabdoid phenotype..",cancers,['C0206663'],"Neuroectodermal Tumor, Primitive",[]
68,10557317,"The puzzling linkage between genetic hemochromatosis and histocompatibility loci became even more so when the gene involved, HFE, was identified.",hemochromatosis,['C0018995'],Hemochromatosis,[]
69,10571943,The mutations found in our cases occurred in the same exon of the WT1 gene as detected in Denys-Drash syndrome (DDS) and could not be explained by the previously proposed mechanism.,DDS,['C0950121'],Denys-Drash Syndrome,[]
69,10571943,The mutations found in our cases occurred in the same exon of the WT1 gene as detected in Denys-Drash syndrome (DDS) and could not be explained by the previously proposed mechanism.,Denys-Drash syndrome,['C0950121'],Denys-Drash Syndrome,[]
70,10577908,"Sjogren-Larsson syndrome (SLS) is an autosomal recessive disorder characterized by ichthyosis, mental retardation, spasticity, and deficient activity of fatty aldehyde dehydrogenase FALDH.",SLS,['C0037231'],Sjogren-Larsson Syndrome],[]
70,10577908,"Sjogren-Larsson syndrome (SLS) is an autosomal recessive disorder characterized by ichthyosis, mental retardation, spasticity, and deficient activity of fatty aldehyde dehydrogenase FALDH.",Sjogren-Larsson syndrome,['C0037231'],Sjogren-Larsson Syndrome],[]
70,10577908,"Sjogren-Larsson syndrome (SLS) is an autosomal recessive disorder characterized by ichthyosis, mental retardation, spasticity, and deficient activity of fatty aldehyde dehydrogenase FALDH.",autosomal recessive disorder,['C0265388'],Autosomal recessive hereditary disorder,[]
70,10577908,"Sjogren-Larsson syndrome (SLS) is an autosomal recessive disorder characterized by ichthyosis, mental retardation, spasticity, and deficient activity of fatty aldehyde dehydrogenase FALDH.",ichthyosis,['C0020757'],Ichthyoses,[]
70,10577908,"Sjogren-Larsson syndrome (SLS) is an autosomal recessive disorder characterized by ichthyosis, mental retardation, spasticity, and deficient activity of fatty aldehyde dehydrogenase FALDH.",mental retardation,['C0025362'],Mental Retardation,[]
70,10577908,"Sjogren-Larsson syndrome (SLS) is an autosomal recessive disorder characterized by ichthyosis, mental retardation, spasticity, and deficient activity of fatty aldehyde dehydrogenase FALDH.",spasticity,['C0026838'],Muscle Spasticity,[]
70,10577908,"Sjogren-Larsson syndrome (SLS) is an autosomal recessive disorder characterized by ichthyosis, mental retardation, spasticity, and deficient activity of fatty aldehyde dehydrogenase FALDH.",deficient activity of fatty aldehyde dehydrogenase FALDH,['C0149676'],Enzyme Deficiency,[]
71,10598803,Inherited mutations of the APC gene predispose carriers to multiple adenomatous polyps of the colon and rectum and to colorectal cancer.,multiple adenomatous polyps,['C0334294'],Multiple adenomatous polyps,[]
71,10598803,Inherited mutations of the APC gene predispose carriers to multiple adenomatous polyps of the colon and rectum and to colorectal cancer.,adenomatous polyps of the colon,['C0850572'],Adenomatous polyp of colon,[]
71,10598803,Inherited mutations of the APC gene predispose carriers to multiple adenomatous polyps of the colon and rectum and to colorectal cancer.,adenomatous polyps of the colon and rectum,[],Adenoma of rectum,['C1302652']
71,10598803,Inherited mutations of the APC gene predispose carriers to multiple adenomatous polyps of the colon and rectum and to colorectal cancer.,colorectal cancer,"['T0000016 - C0346629', 'C0009402', 'C1527249']",Malignant neoplasm of large intestine - group name,[]
72,10598803,"Mutations located at the extreme 5' end of the APC gene, however, are associated with a less severe disease known as attenuated adenomatous polyposis coli AAPC.",AAPC,['C0032580'],Adenomatous Polyposis Coli,['C1868019']
72,10598803,"Mutations located at the extreme 5' end of the APC gene, however, are associated with a less severe disease known as attenuated adenomatous polyposis coli AAPC.",attenuated adenomatous polyposis coli,['C0032580'],Adenomatous Polyposis Coli,['C1868019']
